step,num_vehicles,avg_waiting_time,queue_length
0,8,0.0,0
1,12,0.0,0
2,12,0.0,0
3,12,0.0,0
4,12,0.08333333333333333,1
5,12,0.16666666666666666,2
6,10,0.5,3
7,10,1.1,6
8,9,1.8888888888888888,6
9,16,1.4375,6
10,20,1.45,6
11,18,1.9444444444444444,6
12,18,2.2777777777777777,6
13,18,2.7222222222222223,8
14,17,3.5294117647058822,11
15,17,4.176470588235294,11
16,16,5.1875,12
17,14,6.785714285714286,12
18,19,5.631578947368421,12
19,21,5.666666666666667,12
20,20,6.55,12
21,20,7.2,13
22,20,7.9,14
23,19,9.052631578947368,14
24,18,10.333333333333334,14
25,18,11.11111111111111,14
26,15,14.266666666666667,14
27,19,12.0,14
28,21,11.523809523809524,14
29,20,12.8,14
30,20,13.5,14
31,20,14.2,14
32,19,15.68421052631579,14
33,18,17.333333333333332,14
34,18,18.11111111111111,14
35,16,21.25,14
36,19,18.63157894736842,14
37,21,17.523809523809526,14
38,20,19.1,14
39,20,19.8,14
40,20,20.5,14
41,19,22.31578947368421,14
42,18,24.333333333333332,14
43,18,25.11111111111111,14
44,16,29.125,14
45,19,16.789473684210527,10
46,21,8.666666666666666,6
47,22,2.4545454545454546,3
48,22,0.13636363636363635,2
49,22,0.36363636363636365,5
50,23,0.391304347826087,6
51,24,0.5,6
52,23,0.7391304347826086,6
53,23,1.0,6
54,28,1.0357142857142858,6
55,26,1.3461538461538463,6
56,28,1.5,7
57,30,1.6666666666666667,8
58,28,2.1785714285714284,11
59,29,2.5517241379310347,13
60,29,3.103448275862069,16
61,29,3.7241379310344827,18
62,30,4.266666666666667,20
63,29,5.137931034482759,21
64,28,6.071428571428571,21
65,29,6.586206896551724,21
66,29,7.310344827586207,21
67,29,8.03448275862069,21
68,29,8.758620689655173,21
69,30,9.166666666666666,21
70,29,10.206896551724139,21
71,29,10.931034482758621,21
72,30,11.266666666666667,21
73,29,12.379310344827585,21
74,29,13.10344827586207,21
75,29,13.827586206896552,21
76,29,14.551724137931034,21
77,29,15.275862068965518,21
78,29,16.03448275862069,22
79,29,16.724137931034484,21
80,28,18.071428571428573,21
81,28,18.821428571428573,21
82,29,16.586206896551722,18
83,28,17.0,17
84,28,16.785714285714285,16
85,27,18.037037037037038,17
86,29,17.413793103448278,18
87,29,17.06896551724138,18
88,27,17.962962962962962,17
89,27,16.40740740740741,16
90,28,10.107142857142858,11
91,27,5.2592592592592595,9
92,27,0.4074074074074074,6
93,29,0.6206896551724138,9
94,29,1.103448275862069,14
95,30,1.3,13
96,30,1.7,15
97,30,2.1,14
98,30,2.533333333333333,14
99,29,3.103448275862069,14
100,30,3.466666666666667,14
101,28,4.214285714285714,14
102,28,4.75,15
103,28,5.321428571428571,16
104,29,5.689655172413793,16
105,28,6.535714285714286,18
106,29,6.931034482758621,18
107,28,7.857142857142857,19
108,30,8.033333333333333,21
109,29,9.068965517241379,22
110,30,9.5,22
111,28,10.964285714285714,22
112,29,11.344827586206897,22
113,30,11.7,22
114,29,12.862068965517242,22
115,30,12.733333333333333,21
116,28,13.964285714285714,20
117,28,14.321428571428571,19
118,29,14.137931034482758,18
119,28,15.285714285714286,18
120,29,15.379310344827585,18
121,29,16.0,18
122,29,16.620689655172413,18
123,29,17.275862068965516,19
124,29,17.96551724137931,20
125,29,18.655172413793103,20
126,29,19.379310344827587,21
127,28,20.821428571428573,21
128,28,21.607142857142858,22
129,29,21.620689655172413,22
130,29,21.379310344827587,21
131,29,21.17241379310345,20
132,29,20.655172413793103,19
133,28,20.821428571428573,18
134,28,21.142857142857142,17
135,29,14.655172413793103,15
136,27,9.814814814814815,12
137,29,3.7586206896551726,13
138,28,1.3928571428571428,12
139,28,1.8928571428571428,14
140,29,2.3793103448275863,16
141,29,2.9655172413793105,17
142,29,3.6206896551724137,19
143,29,4.310344827586207,20
144,29,5.0,20
145,29,5.724137931034483,21
146,29,6.448275862068965,21
147,28,7.428571428571429,21
148,28,8.178571428571429,21
149,29,8.620689655172415,21
150,29,9.344827586206897,21
151,28,10.428571428571429,21
152,29,10.793103448275861,21
153,29,11.517241379310345,21
154,28,12.678571428571429,21
155,29,12.96551724137931,21
156,28,14.178571428571429,21
157,30,13.933333333333334,21
158,29,15.137931034482758,21
159,28,16.428571428571427,21
160,29,16.586206896551722,21
161,29,17.310344827586206,21
162,29,18.03448275862069,21
163,29,18.75862068965517,21
164,28,20.178571428571427,21
165,30,19.533333333333335,21
166,29,20.93103448275862,21
167,28,22.428571428571427,21
168,29,22.379310344827587,21
169,28,23.928571428571427,21
170,29,23.82758620689655,21
171,29,24.551724137931036,21
172,27,27.14814814814815,21
173,29,26.0,21
174,28,27.678571428571427,21
175,29,27.448275862068964,21
176,29,28.17241379310345,21
177,29,28.896551724137932,21
178,29,28.17241379310345,20
179,29,26.0,18
180,29,17.448275862068964,13
181,28,9.142857142857142,8
182,28,1.6428571428571428,6
183,29,0.5517241379310345,8
184,30,0.9,11
185,30,1.3333333333333333,13
186,29,1.8620689655172413,14
187,29,2.4482758620689653,17
188,28,3.25,20
189,29,3.5517241379310347,19
190,28,4.178571428571429,18
191,28,4.678571428571429,18
192,29,5.0,18
193,30,5.466666666666667,19
194,31,5.903225806451613,19
195,29,7.0,20
196,29,7.689655172413793,20
197,29,8.413793103448276,21
198,28,9.5,22
199,30,9.6,22
200,29,10.689655172413794,22
201,29,11.448275862068966,22
202,29,12.206896551724139,22
203,28,13.428571428571429,22
204,29,13.10344827586207,21
205,29,13.206896551724139,20
206,29,13.344827586206897,19
207,29,13.448275862068966,18
208,30,13.6,18
209,29,14.689655172413794,18
210,30,14.833333333333334,19
211,30,15.566666666666666,22
212,28,17.392857142857142,21
213,28,18.142857142857142,21
214,29,18.275862068965516,22
215,28,19.714285714285715,22
216,30,19.133333333333333,22
217,28,21.285714285714285,22
218,29,21.310344827586206,22
219,30,21.333333333333332,22
220,28,23.642857142857142,22
221,30,22.8,22
222,29,22.862068965517242,20
223,28,22.892857142857142,18
224,30,20.6,17
225,28,14.964285714285714,13
226,28,9.321428571428571,14
227,30,3.433333333333333,10
228,28,1.1071428571428572,11
229,27,1.5925925925925926,12
230,27,2.074074074074074,13
231,28,2.5,14
232,29,2.9655172413793105,16
233,30,3.433333333333333,17
234,29,4.172413793103448,18
235,29,4.862068965517241,20
236,29,5.551724137931035,20
237,28,6.5,21
238,29,7.0,21
239,29,7.724137931034483,21
240,29,8.448275862068966,21
241,28,9.142857142857142,20
242,29,9.172413793103448,19
243,28,9.857142857142858,18
244,28,10.214285714285714,17
245,29,10.448275862068966,17
246,29,11.03448275862069,17
247,28,12.071428571428571,18
248,28,12.678571428571429,18
249,29,12.793103448275861,17
250,27,14.37037037037037,17
251,29,13.96551724137931,17
252,30,14.066666666666666,17
253,29,15.137931034482758,17
254,28,16.321428571428573,18
255,28,17.0,19
256,28,16.714285714285715,18
257,29,15.862068965517242,18
258,28,16.107142857142858,17
259,29,15.275862068965518,17
260,29,14.96551724137931,16
261,28,16.071428571428573,16
262,29,16.103448275862068,17
263,28,17.285714285714285,17
264,29,17.310344827586206,18
265,29,17.96551724137931,19
266,28,19.25,19
267,28,19.714285714285715,18
268,29,19.0,17
269,28,19.607142857142858,15
270,28,13.035714285714286,11
271,28,6.428571428571429,8
272,27,0.4074074074074074,6
273,28,0.6785714285714286,8
274,29,1.103448275862069,13
275,30,1.5,14
276,30,2.1,18
277,30,2.7333333333333334,19
278,29,3.5172413793103448,20
279,30,4.1,21
280,28,5.178571428571429,22
281,29,5.758620689655173,22
282,30,6.3,22
283,29,7.275862068965517,22
284,29,8.03448275862069,22
285,29,8.793103448275861,22
286,29,9.551724137931034,22
287,29,10.310344827586206,22
288,28,11.464285714285714,22
289,29,11.827586206896552,22
290,28,13.035714285714286,22
291,30,12.9,22
292,29,14.10344827586207,22
293,28,15.392857142857142,22
294,28,16.178571428571427,22
295,28,16.964285714285715,22
296,29,17.137931034482758,22
297,29,17.896551724137932,22
298,29,18.655172413793103,22
299,29,19.413793103448278,22
300,29,20.17241379310345,22
301,30,20.233333333333334,22
302,30,20.966666666666665,22
303,29,22.448275862068964,22
304,29,23.20689655172414,22
305,28,24.821428571428573,22
306,29,24.724137931034484,22
307,30,24.633333333333333,22
308,28,27.178571428571427,22
309,29,27.0,22
310,28,28.75,22
311,29,28.517241379310345,22
312,30,28.3,22
313,28,29.607142857142858,21
314,30,25.666666666666668,19
315,28,18.928571428571427,13
316,28,10.428571428571429,9
317,30,3.066666666666667,8
318,30,0.5666666666666667,9
319,29,1.0,12
320,28,1.6428571428571428,17
321,29,2.1379310344827585,17
322,29,2.7586206896551726,18
323,29,3.413793103448276,19
324,29,4.103448275862069,20
325,29,4.827586206896552,21
326,29,5.551724137931035,21
327,29,6.275862068965517,21
328,29,7.0,21
329,28,8.0,21
330,29,8.448275862068966,21
331,29,9.172413793103448,21
332,29,9.89655172413793,21
333,28,11.0,21
334,27,12.185185185185185,21
335,29,12.068965517241379,21
336,28,13.25,21
337,27,14.518518518518519,21
338,29,14.241379310344827,21
339,28,15.5,21
340,29,15.689655172413794,21
341,29,16.413793103448278,21
342,28,17.75,21
343,29,17.862068965517242,21
344,29,18.586206896551722,21
345,28,20.0,21
346,29,20.03448275862069,21
347,29,20.75862068965517,21
348,29,21.482758620689655,21
349,29,22.20689655172414,21
350,29,22.93103448275862,21
351,29,23.655172413793103,21
352,29,24.379310344827587,21
353,29,25.103448275862068,21
354,29,25.82758620689655,21
355,28,27.5,21
356,29,27.275862068965516,21
357,28,27.535714285714285,20
358,29,24.482758620689655,18
359,27,24.11111111111111,17
360,28,14.821428571428571,12
361,28,6.357142857142857,9
362,27,0.5555555555555556,7
363,27,0.8888888888888888,9
364,30,1.2333333333333334,13
365,29,1.7586206896551724,14
366,29,2.310344827586207,16
367,29,2.896551724137931,17
368,29,3.5517241379310347,19
369,30,4.1,20
370,30,4.8,21
371,29,5.689655172413793,21
372,30,6.233333333333333,22
373,28,7.5,23
374,29,7.9655172413793105,22
375,28,8.607142857142858,21
376,29,8.655172413793103,20
377,28,8.928571428571429,18
378,28,8.821428571428571,16
379,29,8.724137931034482,15
380,30,8.633333333333333,14
381,31,8.838709677419354,15
382,30,9.7,17
383,29,10.620689655172415,17
384,30,10.866666666666667,18
385,28,12.357142857142858,20
386,30,12.233333333333333,21
387,29,13.413793103448276,22
388,28,14.678571428571429,22
389,30,14.433333333333334,22
390,29,15.689655172413794,22
391,30,15.9,22
392,29,17.20689655172414,22
393,30,17.366666666666667,22
394,30,18.1,22
395,29,19.482758620689655,22
396,30,19.566666666666666,22
397,28,21.75,22
398,30,21.033333333333335,22
399,29,22.517241379310345,22
400,28,24.107142857142858,22
401,30,23.233333333333334,22
402,28,24.142857142857142,20
403,30,21.8,18
404,29,21.82758620689655,17
405,29,14.862068965517242,13
406,28,9.535714285714286,11
407,29,3.6206896551724137,12
408,28,1.1071428571428572,12
409,28,1.6428571428571428,15
410,28,2.1785714285714284,15
411,30,2.6,17
412,28,3.4285714285714284,18
413,28,4.142857142857143,20
414,29,4.724137931034483,21
415,30,5.266666666666667,21
416,29,6.172413793103448,21
417,29,6.896551724137931,21
418,29,7.620689655172414,21
419,29,8.344827586206897,21
420,28,9.392857142857142,21
421,29,9.793103448275861,21
422,29,10.517241379310345,21
423,29,11.241379310344827,21
424,29,11.96551724137931,21
425,30,12.266666666666667,21
426,29,13.413793103448276,21
427,29,14.137931034482758,21
428,28,15.392857142857142,21
429,29,15.586206896551724,21
430,29,16.310344827586206,21
431,29,17.03448275862069,21
432,29,17.75862068965517,21
433,29,18.482758620689655,21
434,29,19.20689655172414,21
435,29,19.0,20
436,29,18.79310344827586,19
437,28,19.214285714285715,18
438,28,18.928571428571427,17
439,29,18.862068965517242,17
440,28,20.142857142857142,17
441,29,20.06896551724138,18
442,28,21.428571428571427,18
443,28,22.107142857142858,19
444,29,22.0,19
445,28,23.5,20
446,28,24.035714285714285,20
447,29,23.724137931034484,19
448,28,25.142857142857142,19
449,29,23.310344827586206,17
450,29,16.20689655172414,14
451,27,9.703703703703704,10
452,27,2.037037037037037,8
453,28,0.8571428571428571,8
454,30,1.1333333333333333,10
455,29,1.6896551724137931,15
456,29,2.310344827586207,18
457,30,2.9,20
458,28,3.892857142857143,22
459,30,4.366666666666666,22
460,28,5.464285714285714,22
461,29,6.0344827586206895,22
462,29,6.793103448275862,22
463,29,7.551724137931035,22
464,29,8.310344827586206,22
465,29,9.068965517241379,22
466,29,9.827586206896552,22
467,28,10.964285714285714,22
468,30,10.966666666666667,22
469,30,11.7,22
470,29,12.862068965517242,22
471,30,13.166666666666666,22
472,28,14.892857142857142,22
473,29,15.137931034482758,22
474,29,15.89655172413793,22
475,28,17.25,22
476,30,16.833333333333332,22
477,29,18.17241379310345,22
478,29,18.93103448275862,22
479,30,19.033333333333335,22
480,29,20.448275862068964,22
481,29,21.20689655172414,22
482,29,21.96551724137931,22
483,28,23.535714285714285,22
484,30,22.7,22
485,29,24.24137931034483,22
486,30,24.166666666666668,22
487,29,25.75862068965517,22
488,30,25.633333333333333,22
489,30,26.366666666666667,22
490,29,28.03448275862069,22
491,29,28.79310344827586,22
492,29,26.82758620689655,20
493,29,24.82758620689655,18
494,30,22.066666666666666,17
495,29,14.586206896551724,13
496,29,9.0,11
497,30,3.3333333333333335,10
498,28,0.9642857142857143,10
499,28,1.5,15
500,29,2.0,16
501,29,2.6206896551724137,18
502,29,3.206896551724138,18
503,28,4.035714285714286,20
504,28,4.785714285714286,21
505,29,5.344827586206897,21
506,29,6.068965517241379,21
507,29,6.793103448275862,21
508,29,7.517241379310345,21
509,29,8.241379310344827,21
510,29,8.96551724137931,21
511,29,9.689655172413794,21
512,29,10.413793103448276,21
513,28,11.535714285714286,21
514,30,11.466666666666667,21
515,28,13.071428571428571,22
516,29,12.689655172413794,20
517,28,13.214285714285714,19
518,28,13.25,18
519,27,13.777777777777779,17
520,29,12.862068965517242,17
521,26,15.038461538461538,18
522,28,14.607142857142858,18
523,28,15.25,18
524,30,14.866666666666667,19
525,29,16.03448275862069,19
526,28,17.321428571428573,20
527,29,17.448275862068964,21
528,29,18.17241379310345,21
529,30,18.266666666666666,21
530,29,19.620689655172413,21
531,29,20.344827586206897,21
532,28,21.821428571428573,21
533,29,21.79310344827586,21
534,28,23.321428571428573,21
535,29,23.24137931034483,21
536,28,24.821428571428573,21
537,29,22.655172413793103,19
538,29,21.310344827586206,17
539,29,20.06896551724138,16
540,29,12.551724137931034,12
541,28,6.5,8
542,27,0.5925925925925926,8
543,29,0.896551724137931,10
544,30,1.3333333333333333,14
545,30,1.8666666666666667,16
546,28,2.6785714285714284,19
547,29,3.2758620689655173,20
548,28,4.178571428571429,22
549,30,4.633333333333334,22
550,29,5.551724137931035,22
551,28,6.535714285714286,22
552,30,6.833333333333333,22
553,30,7.566666666666666,22
554,29,8.137931034482758,21
555,29,8.448275862068966,20
556,28,9.071428571428571,19
557,29,9.03448275862069,18
558,29,9.655172413793103,18
559,30,9.933333333333334,18
560,29,10.89655172413793,18
561,29,11.586206896551724,20
562,30,11.866666666666667,20
563,30,12.566666666666666,21
564,28,13.25,19
565,30,12.166666666666666,18
566,28,12.785714285714286,16
567,28,12.535714285714286,14
568,30,12.166666666666666,14
569,28,13.571428571428571,15
570,29,13.689655172413794,17
571,29,14.275862068965518,17
572,28,15.428571428571429,18
573,30,15.066666666666666,20
574,28,16.928571428571427,22
575,30,16.533333333333335,22
576,28,18.5,22
577,29,18.620689655172413,22
578,30,18.733333333333334,22
579,29,20.137931034482758,22
580,30,20.2,22
581,28,22.428571428571427,22
582,30,21.666666666666668,22
583,30,22.4,22
584,29,22.862068965517242,20
585,30,15.666666666666666,14
586,28,10.0,10
587,30,2.966666666666667,6
588,30,0.4666666666666667,9
589,30,0.8333333333333334,12
590,29,1.4137931034482758,16
591,31,1.8709677419354838,17
592,29,2.6551724137931036,19
593,29,3.310344827586207,19
594,29,4.0344827586206895,21
595,28,4.928571428571429,21
596,29,5.482758620689655,21
597,29,6.206896551724138,21
598,28,7.178571428571429,21
599,29,7.655172413793103,21
600,28,8.678571428571429,21
601,28,9.428571428571429,21
602,29,9.827586206896552,21
603,28,10.928571428571429,21
604,29,11.275862068965518,21
605,27,12.88888888888889,21
606,28,13.178571428571429,21
607,29,13.448275862068966,21
608,30,13.7,21
609,29,14.89655172413793,21
610,29,15.620689655172415,21
611,29,16.344827586206897,21
612,29,17.06896551724138,21
613,29,17.79310344827586,21
614,29,18.517241379310345,21
615,30,18.6,21
616,29,19.96551724137931,21
617,29,20.689655172413794,21
618,29,21.413793103448278,21
619,29,22.137931034482758,21
620,28,23.678571428571427,21
621,29,23.586206896551722,21
622,29,24.310344827586206,21
623,29,25.03448275862069,21
624,29,25.75862068965517,21
625,30,25.6,21
626,29,27.20689655172414,21
627,28,28.928571428571427,21
628,29,28.655172413793103,21
629,29,26.482758620689655,19
630,27,19.51851851851852,14
631,28,10.214285714285714,8
632,28,1.6071428571428572,5
633,30,0.4,6
634,29,0.7586206896551724,10
635,29,1.206896551724138,13
636,28,1.8214285714285714,16
637,30,2.3333333333333335,19
638,28,3.25,21
639,30,3.7333333333333334,21
640,30,4.466666666666667,22
641,30,5.2,22
642,28,6.357142857142857,22
643,30,6.666666666666667,22
644,28,7.928571428571429,22
645,30,8.133333333333333,22
646,29,9.172413793103448,22
647,29,9.931034482758621,22
648,29,10.689655172413794,22
649,29,11.448275862068966,22
650,30,11.8,22
651,29,12.96551724137931,22
652,30,13.266666666666667,22
653,29,14.482758620689655,22
654,28,15.785714285714286,22
655,30,15.466666666666667,22
656,30,16.2,22
657,29,17.517241379310345,22
658,29,18.275862068965516,22
659,29,19.03448275862069,22
660,28,20.5,22
661,30,19.866666666666667,22
662,28,22.071428571428573,22
663,30,21.333333333333332,22
664,28,23.642857142857142,22
665,29,23.586206896551722,22
